drugName	condition	review	rating	date	usefulCount
Abaloparatide	Osteoporosis	I had steadily, rapidly, worsening osteoporosis. Could not tolerate bisphosphonates and they did not give me any improvement. Did the full 18 months on Tymlos. I had occasional headaches and low BP but no big deal. The BMD I just had after therapy was done was great-overall 11% improvement. My lumbar especially-went from  -3.0 to  -2.1.  The injections were a drag but it was definitely worth it.	9	January 15, 2021	18
Abaloparatide	Osteoporosis	I started Tymlos 1 month the ago. I do have some palpitations but goes away after half hour. I inject before I go to sleep so I just lie down after taking it. Hopefully, this will help my bones. I plan to stay on it for 1 year. Then get a new Dexa to check my T score.		January 13, 2021	5
Abaloparatide	Osteoporosis	I had a hysterectomy at age 27, unable tolerate hormones  later was unable to tolerate osteoporosis medications tried several. Have been on Tymlos 7 months only side effect is the fatigue, but I can get through that. Hoping that this helps as the cost is going to keep me from staying on it. I am 69 my hip score was -3.5	5	January 8, 2021	6
Abaloparatide	Osteoporosis	Just started second Tymlos pen for osteoporosis. Side effects after injection (which start 15 min or so after) lasted 3.5-4.0 hours initially, down to 15-20 minutes now.  Initial side effects: “Drugged like feeling” (lightheaded, dizzy, brain fog, out of it) Fatigue Heart pounding   Other side effects that linger daily:  Initial severe bone pain which has slowly decreased.  Vertigo which is still present  Fatigue  Weight gain  Brain fog.   Due to my career and safety role, I have been out of work on std, due to the above side effects. As they are lessening, they are still present which may cause me to end use of this drug.	2	January 1, 2021	6
Abaloparatide	Osteoporosis	I wanted to update my experience.  Now after having been on Tymlos for 2 weeks, I am happy to report the side effects disappeared after the first week.  I also injected on alternate days for the 1st week which helped a lot. Injecting before bed was a big mistake for an insomniac like me. Just made me focus on my elevated pulse. I find injecting just before I exercise to works great.	9	December 21, 2020	13
Abaloparatide	Osteoporosis	Tymlos is the worst drug ever. Took it for a little over 2 months.  Extreme nausea almost immediately every day. Migraine every day.  Daily between 3 and 4PM every joint ached so bad I had to lay down.  Constantly felt like I had the flu. Or like I was on chemo. I have been off of it for over 2 months yet still have symptoms which I didn't have before taking it.  I am afraid permanent damage has been done.  Going to try a tablet next. This medication should be taken off the market.  Oh wait, big pharma doesn't care about you its all about that dollar.	1	December 3, 2020	11
Abaloparatide	Osteoporosis	My first week on Tymlos was excruciating! About five minutes after taking the injection I had heart palpitations, a severe headache, my teeth hurt so bad and then the lower back spasms started and I cried out in pain. It was horrible. I called my prescribing doctor after the first couple of days and she said that she had never heard of anyone having the side effects I described. They made me feel like I was crazy for saying that it was so horrible. I have now suffered through a little over a month of this drug. Although not so intense I still have heart palpitations and now severe thigh and feet cramps. I feel terrible and don't know how much more of this I can take. I am 59 years old and I work full time and am a very busy person and this has made my quality of life very bad. I hope it is worth it!	3	November 30, 2020	14
Abaloparatide	Osteoporosis	Six Tymlos injections so far at half dose (4 clicks).  First day side effects were just feeling odd.  Trouble sleeping on night 2.  With the first few injections, there were hot flashes, shocks, and pains that quickly moved around my body.  Also headaches that lasted about 20 hours and muscle pains as if I'd been in a car accident.  I wondered if the benefits could outweigh the sense that my body was being poisoned.  After the fourth dose, things started calming down some.  The most persistent effect is a tolerable pain in my lower left back that began with the first injection and hasn't gone away yet.  I was told to ramp up the dose from half (4 clicks) to 5 clicks on the 5th night.  Not wanting more bad side effects, I have put that off.  The PA who prescribed indicated that some people can't tolerate going up from a half dose.  If that's me, I wonder, will half a dose do any good for my bones?  Or will I inject myself and go through side effects for 2 years for no benefit?	4	November 22, 2020	6
Abaloparatide	Osteoporosis	I was apprehensive about taking this Tymlos injection because I’m always sensitive to medications. I took the shot Thursday night at 915 immediately had lightheadedness and fatigue heart palpitations. The heart palpitations went away lightheadedness and fatigue stayed. I went to bed at 11pm , was awakened by horrible reflux at 3am. Fell back to sleep was awakened at 5am severe pain in my entire head, teeth, gums, etc. sat up to get Tylenol and was totally blind in my left eye. I woke my husband he took me to emergency room. Spent 7 hours being tested , 2 CT Scans, expert eye examinations, neurological testing, blood tests all normal tests. I try never to take pain medication because it makes me nauseous but they said it would be baby does. Ok . Well wound up dry heaving for 3 hrs. Finally released went home. Once pain meds wore off, pain in head started again. I took 2 gabapentin s, 2 Xanax and slept all night. I woke up Saturday morning same pain in head, the pain jumps all around .	1	November 7, 2020	16
Abaloparatide	Osteoporosis	This medicine gave me horrible side effects, high blood pressure, heart palpitations after the 1st dose. Felt like a sword going through my back radiating through my body. I'm 28 hours into it and will never do it again. I asked about heart palpitations and blood pressure and was told they were not in the side effects.	1	October 13, 2020	0
Abaloparatide	Osteoporosis	I used Tymlos for 3 months initially.  Prior to my first injection, my blood pressure was perfect. After the injection, my BP would climb to 185-195/90-95 and the heart palpitations would start.  At night, insomnia and leg cramps would arrive. My doctor took me off for one month - no heart palpitations, no insomnia, no leg cramps and blood pressure back to 115/65. My doctor asked me to start again. This time it was worse. BP even higher and heart palpitations more pronounced - extreme chest pains, as well. The leg cramps were brutal and my achilles tendon in my left leg started hurting and burning. Eight years ago I ruptured it in TRX as a result of being on Levaquin. For seven years I have had no pain, no issues whatsoever in exercising until I restarted the Tymlos.  I just went in for an MRI, the Achilles repair is intact - however, I now have damage just above - the tendon has thinned and I am on severe restrictions to avoid another rupture.  I am off of Tymlos.	1	September 25, 2020	34
